transaction_id,account_id,transaction_date,amount
2748,379154,2023-09-03,630.09
2749,749700,2024-08-04,121.69
2750,653167,2024-06-28,458.2
2751,749700,2024-02-13,631.89
2752,274068,2024-06-20,2.86
2753,379154,2024-09-04,685.59
2754,749700,2024-03-19,80.96
2755,379154,2024-06-25,309.76
2756,997391,2024-03-18,516.81
2757,379154,2021-11-05,301.49
2758,997391,2024-08-28,721.08
2759,749700,2024-05-10,661.26
2760,749700,2024-06-18,536.81
2761,653167,2021-09-02,977.3
2762,653167,2021-06-29,818.09
2763,379154,2024-07-16,662.1
2764,274068,2024-01-21,224.91
2765,274068,2024-02-18,992.43
2766,749700,2024-05-12,518.11
2767,379154,2024-06-17,227.7
2768,379154,2024-04-05,700.53
2769,653167,2024-03-24,475.83
2770,379154,2024-06-11,711.38
2771,379154,2024-02-10,881.3
2772,653167,2023-08-06,39.85
2773,274068,2021-12-13,146.71
2774,274068,2022-10-06,762.04
2775,749700,2024-06-26,630.96
2776,653167,2024-01-06,239.3
2777,653167,2024-04-07,342.54
2778,997391,2024-09-15,599.28
2779,749700,2024-05-16,667.54
2780,379154,2022-05-06,186.73
2781,653167,2024-08-25,470.35
2782,997391,2024-04-02,716.51
2783,379154,2024-03-24,609.41
2784,274068,2021-04-23,35.83
2785,997391,2024-07-06,156.66
2786,997391,2024-03-17,520.98
2787,379154,2024-08-22,203.38
2788,997391,2024-07-18,603.38
2789,653167,2024-06-10,591.6
2790,749700,2024-02-17,918.63
2791,653167,2024-02-01,405.22
2792,749700,2024-07-09,270.51
2793,997391,2023-09-27,648.5
2794,379154,2024-07-11,482.22
2795,997391,2024-09-26,559.74
2796,749700,2021-01-03,707.97
2797,749700,2021-09-17,277.91
2798,997391,2024-08-10,742.11
2799,653167,2024-06-19,780.47
2800,653167,2022-03-26,157.37
2801,379154,2024-06-20,100.94
2802,653167,2022-09-09,357.74
2803,379154,2024-06-25,738.07
2804,379154,2024-04-13,398.99
2805,379154,2024-05-10,372.2
2806,653167,2024-02-06,381.84
2807,997391,2024-09-30,165.64
2808,749700,2024-07-26,841.98
2809,653167,2024-07-16,72.47
2810,274068,2024-02-25,903.03
2811,274068,2024-01-06,65.59
2812,749700,2024-05-25,670.77
2813,653167,2024-04-25,568.1
2814,749700,2021-08-10,825.55
2815,653167,2022-04-01,830.31
2816,379154,2022-06-01,939.41
2817,997391,2024-04-25,930.29
2818,653167,2024-01-03,447.04
2819,274068,2024-05-08,183.23
2820,749700,2024-06-03,80.97
2821,274068,2024-03-21,573.99
2822,274068,2024-03-16,832.45
2823,749700,2022-04-14,183.83
2824,749700,2023-04-16,3.01
2825,997391,2024-05-22,39.32
2826,274068,2021-01-07,217.3
2827,749700,2021-11-24,791.77
2828,379154,2022-07-06,199.39
2829,997391,2024-04-30,339.44
2830,379154,2024-01-15,230.53
2831,997391,2024-06-21,435.03
2832,653167,2024-08-29,514.93
2833,379154,2024-04-17,830.0
2834,749700,2024-04-25,845.01
2835,274068,2021-11-09,548.67
2836,379154,2024-09-20,412.92
2837,749700,2024-07-03,907.83
2838,653167,2024-07-13,961.05
2839,997391,2024-09-04,803.84
2840,749700,2024-08-05,424.9
2841,997391,2022-09-30,167.9
2842,997391,2024-05-27,490.45
2843,749700,2024-09-01,631.46
2844,379154,2023-06-22,561.04
2845,653167,2024-05-02,657.63
2846,997391,2024-04-09,617.9
2847,749700,2024-05-28,505.38
2848,379154,2023-05-11,459.72
2849,653167,2024-04-06,423.67
2850,274068,2024-05-21,173.46
2851,653167,2022-02-28,825.75
2852,997391,2022-01-01,81.13
2853,274068,2024-01-12,386.42
2854,274068,2024-06-19,777.32
2855,274068,2024-04-26,51.32
2856,653167,2022-08-09,337.43
2857,379154,2022-04-14,673.69
2858,653167,2023-04-03,750.73
2859,274068,2024-04-18,850.73
2860,653167,2024-05-09,146.79
2861,749700,2024-04-06,742.16
2862,379154,2024-07-20,359.06
2863,274068,2024-06-01,138.14
2864,749700,2024-03-23,177.56
2865,653167,2024-04-17,525.9
2866,379154,2022-09-24,425.68
2867,653167,2024-08-01,440.65
2868,653167,2021-05-01,578.03
2869,653167,2024-08-11,827.33
2870,379154,2024-01-16,804.48
2871,997391,2024-01-24,38.69
2872,274068,2022-01-07,225.95
2873,274068,2022-04-15,704.57
2874,653167,2021-12-21,42.08
2875,997391,2021-02-17,822.02
2876,379154,2024-07-16,851.79
2877,274068,2024-03-26,421.9
2878,653167,2024-02-07,268.75
2879,653167,2024-04-18,67.36
2880,653167,2024-02-03,190.89
2881,653167,2024-07-11,878.0
2882,274068,2024-04-17,214.72
2883,749700,2024-06-05,266.05
2884,653167,2023-03-07,77.65
2885,749700,2024-06-24,918.0
2886,749700,2024-03-29,478.31
2887,749700,2024-02-25,221.46
2888,997391,2024-05-16,337.42
2889,653167,2024-09-26,742.99
2890,274068,2024-02-29,461.8
2891,997391,2024-09-28,400.5
2892,653167,2024-01-10,825.53
2893,379154,2024-09-04,467.43
2894,749700,2022-01-14,917.05
2895,997391,2024-05-17,114.45
2896,749700,2023-06-30,582.93
2897,379154,2024-01-10,85.23
2898,379154,2022-10-02,101.29
2899,379154,2023-04-15,227.82
2900,997391,2024-01-04,445.03
2901,997391,2024-07-16,764.43
2902,379154,2021-07-17,443.82
2903,749700,2024-06-26,965.43
2904,379154,2022-09-12,69.48
2905,997391,2022-05-07,400.34
2906,997391,2024-08-01,366.62
2907,653167,2024-01-29,30.3
2908,749700,2024-05-29,688.41
2909,997391,2024-06-08,738.26
2910,749700,2024-08-30,420.3
2911,379154,2024-09-18,814.48
2912,997391,2024-05-19,427.15
2913,749700,2024-08-05,579.95
2914,997391,2024-07-17,533.26
2915,997391,2024-07-16,177.42
2916,749700,2024-01-04,435.07
2917,749700,2024-04-28,306.42
2918,997391,2021-04-05,697.5
2919,749700,2024-01-19,130.37
2920,653167,2024-05-02,239.82
2921,274068,2023-11-26,252.26
2922,653167,2022-06-01,899.08
2923,379154,2024-08-10,727.6
2924,379154,2023-05-29,491.26
2925,653167,2021-06-26,765.05
2926,749700,2024-05-21,650.79
2927,379154,2023-11-14,894.03
2928,379154,2024-09-02,881.35
2929,379154,2022-08-28,270.07
2930,274068,2024-07-30,771.72
2931,997391,2024-04-01,650.2
2932,274068,2024-02-01,175.02
2933,997391,2024-04-19,588.47
2934,749700,2021-04-15,591.53
2935,274068,2021-01-03,305.19
2936,749700,2024-01-10,98.06
2937,749700,2022-12-13,890.48
2938,749700,2024-02-26,111.63
2939,274068,2024-05-16,28.87
2940,997391,2024-02-27,563.53
2941,274068,2023-08-12,40.96
2942,997391,2021-04-13,861.34
2943,274068,2021-06-09,500.12
2944,749700,2024-01-15,774.3
2945,379154,2024-03-10,649.53
2946,997391,2024-01-09,734.8
2947,997391,2024-04-21,972.72
2948,749700,2024-08-27,121.29
2949,379154,2024-03-24,392.61
2950,749700,2022-04-28,845.1
2951,997391,2021-04-22,219.63
2952,997391,2024-04-07,239.34
2953,749700,2022-05-09,267.73
2954,749700,2023-06-16,850.94
2955,379154,2024-03-04,782.36
2956,997391,2024-06-05,671.41
2957,653167,2024-03-13,359.72
2958,653167,2022-03-24,51.72
2959,997391,2022-02-23,695.0
2960,653167,2024-04-15,566.59
2961,653167,2023-11-03,280.86
2962,653167,2024-07-03,815.88
2963,653167,2024-09-24,366.39
2964,274068,2024-01-01,308.97
2965,379154,2024-05-19,243.42
2966,997391,2024-02-08,466.24
2967,997391,2024-06-23,222.09
2968,653167,2021-12-20,960.71
2969,749700,2024-06-22,66.51
2970,997391,2023-11-29,892.09
2971,274068,2024-02-13,897.93
2972,997391,2024-08-29,16.86
2973,274068,2024-04-30,956.19
2974,997391,2024-04-02,21.45
2975,653167,2024-05-02,205.53
2976,653167,2024-02-22,970.68
2977,274068,2024-04-03,631.49
2978,997391,2024-05-01,393.54
2979,379154,2022-11-14,946.14
2980,379154,2024-02-22,786.31
2981,379154,2022-01-11,809.3
2982,274068,2024-04-14,15.47
2983,749700,2022-10-23,750.31
2984,997391,2024-09-15,102.88
2985,997391,2024-03-14,34.9
2986,749700,2024-07-02,663.04
2987,379154,2024-07-15,252.92
2988,749700,2024-04-01,770.52
2989,749700,2024-04-21,81.95
2990,997391,2024-07-08,261.14
2991,274068,2024-04-05,654.19
2992,749700,2023-09-11,915.43
2993,997391,2024-03-27,506.33
2994,379154,2024-02-29,575.26
2995,749700,2024-03-10,799.18
2996,379154,2023-11-11,820.92
2997,997391,2023-01-20,622.11
2998,997391,2024-04-03,339.64
2999,653167,2024-05-27,34.0
3000,653167,2024-05-25,503.64
3001,379154,2024-04-02,11.48
3002,749700,2024-04-23,772.49
3003,653167,2024-05-03,554.52
3004,653167,2021-04-25,643.87
3005,749700,2024-08-17,327.76
3006,379154,2024-09-23,732.44
3007,749700,2024-06-11,859.32
3008,749700,2024-04-06,257.35
3009,997391,2023-10-12,805.76
3010,749700,2024-08-05,32.27
3011,997391,2024-05-26,256.02
3012,749700,2022-01-22,386.46
3013,997391,2021-10-21,974.16
3014,379154,2024-07-15,9.04
3015,653167,2024-06-26,765.31
3016,653167,2024-01-26,135.26
3017,653167,2024-03-07,524.81
3018,653167,2021-09-03,77.73
3019,749700,2024-02-14,396.85
3020,274068,2022-08-26,4.74
3021,997391,2024-07-07,699.26
3022,653167,2024-04-20,202.32
3023,379154,2021-08-02,454.25
3024,653167,2024-08-07,880.68
3025,997391,2024-02-03,306.21
3026,653167,2024-08-13,558.09
3027,653167,2024-03-17,203.62
3028,274068,2023-11-09,637.86
3029,653167,2024-09-27,857.97
3030,653167,2024-05-15,954.95
3031,997391,2024-01-21,296.76
3032,749700,2021-04-12,608.51
3033,274068,2024-09-01,912.17
3034,274068,2024-08-27,571.52
3035,274068,2023-08-01,680.12
3036,379154,2024-09-08,882.78
3037,379154,2024-06-22,622.27
3038,379154,2024-03-24,711.96
3039,997391,2024-05-11,503.46
3040,274068,2024-07-02,712.22
3041,379154,2021-04-25,529.97
3042,274068,2024-04-18,388.07
3043,749700,2024-04-29,984.82
3044,653167,2023-09-01,566.66
3045,997391,2024-05-28,803.66
3046,653167,2024-07-16,286.19
3047,749700,2024-05-12,949.96
3048,274068,2024-06-24,71.61
3049,653167,2024-09-24,194.71
3050,653167,2024-03-11,144.66
3051,749700,2024-01-23,95.58
3052,274068,2022-03-21,136.7
3053,274068,2024-08-13,337.06
3054,653167,2024-08-06,342.72
3055,997391,2023-06-20,886.75
3056,379154,2024-07-01,210.95
3057,749700,2024-08-02,74.4
3058,653167,2024-03-03,151.07
3059,379154,2024-04-30,370.92
3060,379154,2024-08-31,494.51
3061,749700,2024-09-15,185.22
3062,274068,2024-08-30,711.03
3063,749700,2024-09-02,792.29
3064,274068,2024-07-13,51.73
3065,274068,2024-03-10,206.98
3066,379154,2024-04-26,797.55
3067,653167,2024-07-30,407.49
3068,379154,2024-07-01,178.1
3069,379154,2024-08-05,974.52
3070,653167,2022-08-12,816.0
3071,749700,2024-01-27,956.44
3072,997391,2024-04-15,54.28
3073,379154,2023-02-10,190.43
3074,379154,2023-11-09,2.67
3075,653167,2024-03-17,912.9
3076,653167,2024-03-10,889.74
3077,274068,2024-06-29,303.51
3078,379154,2023-05-03,938.48
3079,274068,2024-08-11,676.17
3080,749700,2024-05-24,305.9
3081,749700,2024-06-09,46.15
3082,997391,2023-09-30,329.94
3083,997391,2024-01-26,168.37
3084,274068,2023-04-01,883.95
3085,749700,2024-07-18,32.68
3086,653167,2023-12-08,629.26
3087,997391,2021-10-03,307.4
3088,749700,2024-02-24,805.09
3089,749700,2023-10-27,413.15
3090,749700,2024-09-23,401.16
3091,379154,2022-12-28,68.75
3092,274068,2024-09-17,450.46
3093,749700,2024-05-04,83.13
3094,749700,2024-08-25,701.04
3095,274068,2022-09-20,496.17
3096,997391,2021-08-16,800.46
3097,653167,2024-06-14,810.1
3098,379154,2023-03-06,152.33
3099,997391,2024-09-07,941.13
3100,653167,2022-11-10,822.75
3101,274068,2022-12-19,977.55
3102,274068,2024-09-09,319.86
3103,653167,2024-04-21,122.1
3104,749700,2021-08-12,575.5
3105,749700,2024-05-15,150.11
3106,379154,2022-08-26,790.68
3107,653167,2024-01-26,487.24
3108,997391,2022-12-26,271.16
3109,653167,2024-03-17,312.4
3110,749700,2024-06-16,603.21
3111,997391,2024-04-08,247.16
3112,274068,2021-01-31,652.01
3113,379154,2024-01-15,310.89
3114,653167,2024-06-01,306.1
3115,749700,2022-05-20,590.02
3116,379154,2024-06-16,474.95
3117,379154,2021-12-25,667.78
3118,274068,2024-08-06,27.91
3119,274068,2023-04-14,200.38
3120,274068,2024-09-21,117.38
3121,379154,2023-06-28,251.34
3122,274068,2023-10-25,960.5
3123,749700,2021-01-28,815.37
3124,997391,2024-07-06,507.96
3125,997391,2024-04-09,539.06
3126,997391,2024-06-06,752.28
3127,653167,2024-07-08,544.94
3128,749700,2024-05-25,994.85
3129,653167,2024-06-26,207.61
3130,274068,2024-05-31,777.49
3131,274068,2024-03-16,291.35
3132,653167,2024-04-27,72.22
3133,653167,2024-04-08,531.6
3134,749700,2024-05-13,975.09
3135,997391,2021-12-15,839.65
3136,379154,2024-09-12,683.64
3137,653167,2024-01-21,492.34
3138,274068,2024-04-14,726.17
3139,274068,2021-05-29,893.11
3140,997391,2024-04-14,393.56
3141,749700,2024-01-03,850.18
3142,749700,2024-09-23,608.78
3143,379154,2023-03-28,418.11
3144,379154,2024-03-06,401.33
3145,997391,2024-03-02,121.5
3146,653167,2024-01-23,382.68
3147,653167,2024-09-22,77.19
3148,997391,2022-10-26,736.41
3149,379154,2023-05-09,48.68
3150,749700,2024-02-26,176.03
3151,379154,2024-05-27,54.15
3152,274068,2024-01-08,949.04
3153,749700,2024-07-22,934.06
3154,653167,2024-01-25,660.53
3155,997391,2024-04-14,608.35
3156,997391,2024-09-09,327.03
3157,653167,2023-12-08,995.06
3158,379154,2024-04-11,487.02
3159,379154,2021-07-01,87.52
3160,274068,2024-08-25,448.12
3161,379154,2021-03-07,459.4
3162,997391,2024-05-13,796.99
3163,997391,2024-07-01,463.4
3164,274068,2022-05-10,372.77
3165,997391,2024-01-20,752.86
3166,274068,2024-06-21,130.8
3167,274068,2024-05-09,555.21
3168,379154,2024-09-18,440.19
3169,274068,2024-03-06,449.31
3170,274068,2024-09-04,694.35
3171,653167,2021-10-03,1.17
3172,379154,2024-01-14,867.71
3173,653167,2024-03-30,468.18
3174,274068,2024-06-05,971.93
3175,653167,2024-05-17,758.56
3176,379154,2024-06-12,504.97
3177,997391,2024-03-01,974.93
3178,379154,2024-09-11,298.06
3179,379154,2024-01-11,278.5
3180,749700,2024-05-19,761.64
3181,379154,2022-01-11,419.3
3182,274068,2024-02-28,10.36
3183,274068,2023-11-20,880.76
3184,653167,2024-03-01,82.84
3185,749700,2024-07-22,709.93
3186,997391,2022-11-19,345.43
3187,653167,2024-06-13,757.79
3188,379154,2024-01-26,305.64
3189,997391,2024-03-10,946.74
3190,274068,2024-02-06,814.96
3191,274068,2024-02-08,282.08
3192,274068,2024-09-29,919.58
3193,997391,2024-07-04,94.27
3194,653167,2024-04-01,280.98
3195,379154,2024-01-20,244.8
3196,997391,2024-03-08,999.95
3197,653167,2024-03-13,547.68
3198,379154,2024-04-18,215.23
3199,653167,2023-02-16,90.38
3200,749700,2024-05-25,744.87
3201,749700,2024-02-04,687.1
3202,749700,2024-06-21,229.32
3203,274068,2024-08-02,244.32
3204,379154,2022-03-26,594.02
3205,653167,2024-03-10,327.01
3206,749700,2024-05-04,774.38
3207,653167,2024-05-16,610.98
3208,749700,2021-06-20,135.64
3209,749700,2024-01-20,497.12
3210,997391,2023-02-06,496.13
3211,653167,2024-05-02,48.87
3212,274068,2023-12-18,681.91
3213,997391,2024-09-05,756.31
3214,997391,2023-01-28,325.17
3215,997391,2024-04-11,854.19
3216,749700,2024-06-06,760.5
3217,749700,2023-05-05,957.18
3218,653167,2024-02-09,441.89
3219,274068,2022-10-28,213.76
3220,997391,2024-01-31,489.04
3221,749700,2024-07-06,143.15
3222,749700,2022-05-28,548.33
3223,749700,2023-06-08,687.67
3224,749700,2022-03-23,674.96
3225,749700,2024-03-25,817.38
3226,749700,2024-06-04,431.95
3227,379154,2022-01-11,442.97
3228,379154,2024-09-27,147.02
3229,274068,2022-04-21,47.8
3230,379154,2024-08-10,322.61
3231,749700,2024-08-25,434.56
3232,379154,2024-06-14,747.61
3233,749700,2022-04-26,482.45
3234,997391,2021-10-14,91.71
3235,379154,2022-04-05,717.6
3236,274068,2024-01-12,242.77
3237,997391,2024-07-05,958.5
3238,997391,2024-06-18,699.77
3239,997391,2024-07-02,179.81
3240,997391,2024-07-11,750.39
3241,274068,2021-11-05,828.72
3242,997391,2021-03-18,202.91
3243,379154,2023-02-25,147.75
3244,379154,2024-05-11,380.39
3245,379154,2024-03-04,799.25
3246,997391,2021-12-08,440.24
3247,997391,2021-03-20,647.12
3248,653167,2024-07-27,251.28
3249,997391,2024-08-01,722.39
3250,653167,2024-01-09,472.11
3251,749700,2024-09-23,480.32
3252,379154,2024-02-25,614.19
3253,379154,2024-05-31,325.49
3254,997391,2024-07-18,843.55
3255,653167,2024-02-10,176.37
3256,653167,2024-04-14,350.56
3257,653167,2023-03-31,841.58
3258,653167,2021-05-22,936.18
3259,749700,2024-09-05,571.73
3260,997391,2024-01-25,282.59
3261,749700,2021-04-16,298.65
3262,653167,2024-03-12,650.34
3263,749700,2024-01-14,403.76
3264,997391,2024-01-07,911.72
3265,653167,2024-02-02,881.52
3266,274068,2024-03-18,318.39
3267,379154,2024-06-17,389.03
3268,653167,2023-07-16,74.17
3269,749700,2024-02-08,606.48
3270,653167,2021-05-11,124.33
3271,749700,2024-03-11,665.61
3272,379154,2024-05-07,844.82
3273,749700,2022-04-03,380.06
3274,274068,2021-04-09,675.68
3275,749700,2024-02-27,647.47
3276,379154,2024-05-09,553.93
3277,653167,2024-04-22,787.4
3278,379154,2024-06-23,992.72
3279,379154,2024-07-17,647.67
3280,997391,2023-05-06,290.3
3281,749700,2024-06-27,73.53
3282,379154,2024-04-19,793.23
3283,653167,2024-03-18,248.79
3284,653167,2024-03-10,512.43
3285,997391,2024-06-11,784.45
3286,653167,2021-07-19,550.57
3287,653167,2024-06-30,224.83
3288,749700,2024-02-04,93.83
3289,274068,2024-07-14,705.16
3290,379154,2024-06-13,409.17
3291,749700,2024-09-22,91.75
3292,653167,2024-09-04,189.58
3293,653167,2024-03-27,985.68
3294,653167,2024-04-03,684.33
3295,653167,2024-07-14,5.48
3296,274068,2021-06-03,568.27
3297,653167,2024-02-28,865.11
3298,653167,2024-03-25,536.15
3299,653167,2022-02-07,240.34
3300,997391,2024-04-16,714.29
3301,379154,2024-08-20,416.03
3302,749700,2023-09-19,441.56
3303,749700,2024-06-07,588.27
3304,379154,2024-01-16,972.81
3305,749700,2024-01-29,255.05
3306,653167,2024-04-08,293.78
3307,749700,2024-05-29,535.15
3308,749700,2023-01-22,547.53
3309,653167,2023-04-12,358.91
3310,653167,2024-07-17,212.74
3311,749700,2024-09-06,880.98
3312,997391,2024-02-17,150.22
3313,379154,2024-04-27,810.8
3314,274068,2024-06-16,368.2
3315,749700,2024-06-09,189.75
3316,749700,2024-08-31,193.52
3317,997391,2021-07-09,505.15
3318,274068,2024-04-28,21.51
3319,274068,2023-03-16,354.9
3320,749700,2024-06-23,745.4
3321,379154,2024-07-11,982.68
3322,274068,2024-08-10,439.0
3323,274068,2024-01-02,149.98
3324,997391,2024-07-18,772.31
3325,997391,2024-03-30,248.72
3326,653167,2024-09-02,506.24
3327,653167,2024-06-13,227.61
3328,379154,2021-08-30,676.41
3329,379154,2024-03-27,510.88
3330,749700,2024-07-22,146.43
3331,749700,2024-04-21,718.21
3332,749700,2024-04-27,720.59
3333,749700,2024-08-02,694.54
3334,997391,2024-02-14,123.92
3335,379154,2024-02-10,907.02
3336,997391,2022-03-14,841.25
3337,997391,2021-11-07,4.84
3338,749700,2024-04-15,726.03
3339,653167,2024-08-11,629.33
3340,749700,2024-06-28,976.89
3341,274068,2024-01-25,299.55
3342,997391,2024-03-27,404.65
3343,274068,2024-04-12,676.59
3344,653167,2024-07-29,504.73
3345,274068,2024-07-21,522.47
3346,653167,2024-01-18,320.84
3347,997391,2021-08-05,612.38
3348,997391,2023-10-08,625.86
3349,653167,2024-02-19,325.46
3350,997391,2024-02-14,725.69
3351,749700,2024-07-29,401.55
3352,997391,2024-09-08,759.89
3353,274068,2024-07-28,435.62
3354,997391,2024-09-11,84.44
3355,997391,2024-09-21,669.97
3356,274068,2023-11-05,203.78
3357,997391,2024-07-24,382.08
3358,379154,2023-03-01,60.36
3359,997391,2024-02-05,50.62
3360,997391,2024-05-08,102.77
3361,749700,2024-09-07,589.74
3362,274068,2024-08-19,206.63
3363,274068,2024-03-15,587.23
3364,379154,2024-08-29,347.45
3365,379154,2022-02-08,76.09
3366,997391,2024-06-27,321.51
3367,749700,2024-09-14,76.49
3368,653167,2021-08-14,523.21
3369,274068,2024-08-28,693.32
3370,749700,2021-04-06,558.99
3371,997391,2024-02-25,757.31
3372,274068,2024-09-17,94.16
3373,274068,2024-05-26,166.0
3374,997391,2023-04-04,912.19
3375,749700,2024-03-05,267.25
3376,379154,2021-07-26,311.56
3377,274068,2024-05-30,790.07
3378,379154,2024-05-14,450.54
3379,749700,2024-03-09,25.48
3380,274068,2024-05-02,52.48
3381,379154,2024-03-09,543.15
3382,997391,2024-02-05,581.29
3383,997391,2024-03-06,274.1
3384,274068,2023-10-02,396.55
3385,379154,2021-11-24,995.59
3386,997391,2024-03-30,42.98
3387,997391,2023-10-12,345.7
3388,274068,2024-08-16,919.47
3389,653167,2024-03-01,914.85
3390,379154,2021-07-05,566.61
3391,379154,2024-09-18,806.28
3392,274068,2024-01-14,966.63
3393,749700,2024-03-18,453.34
3394,653167,2022-01-30,77.88
3395,379154,2024-07-14,542.95
3396,379154,2022-02-18,180.91
3397,749700,2024-09-11,334.66
3398,653167,2024-07-28,893.57
3399,653167,2024-07-23,626.28
3400,749700,2021-07-06,804.35
3401,749700,2024-08-30,284.64
3402,653167,2024-07-18,124.68
3403,997391,2023-01-16,579.29
3404,749700,2024-03-01,606.43
3405,379154,2021-01-20,445.16
3406,274068,2023-03-12,779.31
3407,653167,2024-03-10,371.82
3408,379154,2024-09-23,183.96
3409,749700,2021-03-17,472.33
3410,379154,2023-11-29,73.57
3411,997391,2024-05-16,132.17
3412,997391,2022-08-13,736.33
3413,379154,2024-01-19,981.88
3414,379154,2022-02-27,446.19
3415,379154,2024-03-04,235.29
3416,997391,2024-04-02,855.43
3417,749700,2024-03-12,39.59
3418,749700,2024-07-30,45.5
3419,274068,2024-05-30,922.49
3420,379154,2023-12-01,639.85
3421,379154,2021-07-24,840.53
3422,274068,2024-04-25,402.2
3423,997391,2024-07-08,997.68
3424,379154,2024-02-15,409.88
3425,653167,2023-02-03,23.86
3426,653167,2024-03-01,555.18
3427,379154,2024-09-11,637.42
3428,653167,2024-03-09,389.31
3429,379154,2022-10-18,192.71
3430,274068,2024-07-31,428.49
3431,379154,2024-02-28,628.26
3432,749700,2024-08-17,446.07
3433,749700,2024-05-18,672.09
3434,379154,2024-05-18,849.96
3435,749700,2024-04-01,128.89
3436,274068,2024-03-09,610.93
3437,997391,2024-06-10,509.19
3438,274068,2024-06-13,136.37
3439,274068,2024-04-03,889.64
3440,749700,2024-08-25,587.49
3441,274068,2024-06-02,137.01
3442,997391,2021-09-29,418.51
3443,379154,2024-07-30,447.98
3444,379154,2024-08-08,718.41
3445,997391,2024-02-23,388.92
3446,653167,2022-04-22,172.15
3447,274068,2024-05-17,545.27
3448,749700,2024-06-23,21.78
3449,997391,2024-02-08,509.83
3450,274068,2024-04-13,286.15
3451,274068,2024-08-10,947.99
3452,274068,2023-03-03,742.54
3453,274068,2024-07-01,814.41
3454,653167,2024-03-16,818.98
3455,653167,2024-03-02,732.1
3456,379154,2024-09-05,499.47
3457,749700,2024-02-01,922.33
3458,997391,2024-06-01,530.95
3459,749700,2024-08-03,59.06
3460,653167,2021-06-30,529.86
3461,274068,2024-06-01,254.88
3462,274068,2022-11-15,760.14
3463,749700,2024-06-09,222.45
3464,274068,2024-08-07,540.32
3465,274068,2024-06-24,454.76
3466,749700,2024-06-09,962.86
3467,274068,2022-06-01,646.59
3468,997391,2024-06-16,824.66
3469,997391,2021-01-03,84.05
3470,749700,2024-08-16,815.17
3471,274068,2024-07-28,930.46
3472,997391,2023-03-13,422.7
3473,749700,2023-10-19,141.57
3474,749700,2024-01-15,525.68
3475,653167,2024-07-26,630.98
3476,653167,2024-03-01,351.99
3477,379154,2024-03-23,896.52
3478,379154,2024-08-05,834.8
3479,274068,2024-02-24,427.23
3480,653167,2024-08-27,852.64
3481,997391,2024-01-20,595.13
3482,653167,2024-06-26,437.54
3483,379154,2024-02-08,525.42
3484,997391,2024-08-09,412.18
3485,274068,2021-05-12,159.25
3486,274068,2024-05-06,264.63
3487,653167,2024-07-31,222.61
3488,997391,2024-06-04,541.01
3489,997391,2021-05-21,124.24
3490,379154,2024-04-22,766.82
3491,749700,2024-04-22,535.27
3492,379154,2024-02-24,153.7
3493,379154,2024-01-28,325.19
3494,274068,2024-08-04,291.32
3495,274068,2023-04-03,233.73
3496,274068,2024-08-10,565.32
3497,653167,2024-09-15,738.56
3498,749700,2024-07-02,932.99
3499,749700,2024-09-17,463.37
3500,997391,2023-07-14,883.75
3501,274068,2024-08-20,169.78
3502,274068,2022-03-04,680.36
3503,274068,2024-09-20,392.37
3504,653167,2023-06-16,856.91
3505,379154,2024-04-05,521.45
3506,997391,2023-12-03,417.59
3507,653167,2024-02-21,812.45
3508,379154,2024-01-31,2.23
3509,653167,2024-08-07,362.85
3510,274068,2024-05-10,564.62
3511,653167,2023-04-22,69.91
3512,997391,2024-02-09,216.8
3513,997391,2024-05-27,214.26
3514,274068,2024-09-19,924.17
3515,749700,2022-03-28,920.95
3516,749700,2024-09-02,523.2
3517,997391,2024-03-24,692.34
3518,997391,2022-11-27,816.81
3519,274068,2021-06-17,978.86
3520,274068,2024-02-23,342.32
3521,653167,2024-06-06,121.38
3522,749700,2024-07-08,731.88
3523,653167,2024-08-28,35.54
3524,274068,2022-04-14,316.4
3525,997391,2021-06-06,922.28
3526,274068,2024-04-10,552.85
3527,749700,2024-03-01,601.19
3528,274068,2024-07-09,819.17
3529,274068,2024-03-04,919.17
3530,379154,2022-11-19,85.36
3531,274068,2021-07-24,247.4
3532,653167,2022-08-13,160.76
3533,653167,2023-06-11,909.73
3534,274068,2024-02-03,278.41
3535,653167,2023-08-15,66.99
3536,379154,2021-10-01,354.79
3537,997391,2024-05-08,763.65
3538,997391,2024-03-20,474.03
3539,653167,2024-02-18,357.3
3540,379154,2023-08-21,475.02
3541,997391,2024-09-10,649.17
3542,997391,2021-05-07,675.53
3543,379154,2024-06-14,927.97
3544,749700,2022-04-26,42.6
3545,749700,2024-09-25,491.3
3546,274068,2024-06-10,986.6
3547,653167,2024-02-03,588.27
3548,749700,2024-08-31,833.64
3549,997391,2024-01-30,100.47
3550,379154,2023-04-19,55.12
3551,749700,2021-07-09,231.48
3552,653167,2024-06-07,240.96
3553,653167,2022-12-10,70.73
3554,274068,2024-07-29,926.56
3555,653167,2024-08-16,971.22
3556,379154,2024-06-29,211.22
3557,379154,2024-03-24,891.37
3558,379154,2021-09-26,611.07
3559,379154,2024-07-06,245.39
3560,653167,2024-06-27,567.32
3561,653167,2024-02-25,910.38
3562,653167,2024-08-18,906.2
3563,653167,2024-06-26,187.35
3564,997391,2024-08-21,913.46
3565,653167,2024-03-21,849.42
3566,997391,2024-01-13,229.7
3567,653167,2022-02-28,428.56
3568,379154,2024-06-04,663.17
3569,379154,2024-05-27,769.97
